id,premise,hypothesis,label
5379f957c3,you'd be crazy if you trust them but anyway call it what is it McCarthyism no  i'm not like that i just got enough common sense that nope to you come repent make a world apology for all the wrongs that you've done and yeah we've done wrongs but we've not done near the atrocities they've done and we need to maybe do that also you know,"I may appear as racist, but we are suffering from a very real threat.",1
058b85c901,"The house fell into ruin after emancipation, when fear of the witch's influence drove the plantation's slaves away.","The slaves didn't believe in witches, and stayed on the plantation.",2
2ab43c1ee5,"They returned to live in the Galilee village of Nazareth, making pilgrimages to Jerusalem.","Although they lived far away from the city, the pilgrimages were always a happy time.",1
989ef0e54e,oh hum well uh i haven't for some reason have never really gotten enthused about football in the summer from from the the World League,I don't get enthused about other summer sports.,1
703b21fa90,"A member of the only student-run chapter of the American Civil Liberties Union in New York state, Zelon worked to resolve disputes between students and police officers to help protect the public's right to peaceful protest.",Zelon was founded over five years ago in New York.,1
73cc7abf67,"Even after we hire good people, we need to take steps to retain them.",People often stay on a job for different reasons than the ones they had for accepting the position.,1
30382828e8,um yeah that sounds kind of neat uh is location at all important to you like you know how far it is from your house or whatever,"If something is far from your house does it matter to you, is location important to you?",0
9d5e37d02d,"We should seek to achieve the most good or benefit, with the least harm and destruction of things that we value, he argued.",He disputed that we should provide the most we can with the least amount of harm.,0
e1f9e47e4d,now that's a good idea,The idea is a good one.,0
19b3dc1e83,Click Friedrich Hayek ring to go ...,Clicking will bring you to the next site.,1
7218adc1dd,The disorder hardly seemed to exist before the stimulant Ritalin came along.,The disorder didn't seem to be as common when Ritalin wasn't around. ,0
26ac20078d,"The cuts will take the biggest bite out of Land of Lincoln, a network of eight offices and 40 lawyers who help clients in southern Illinois with problems like eviction, access to Social Security and obtaining orders of protection from abusive spouses.",One particular network of lawyers who provided services in southern Illinois for a variety of legal issues will be hard hit by the budget reductions.,0
5ec03ad2a9,and my and my part-time work you know it's not our the restaurant our favorite restaurant in the town of Salisbury where actually we live you know where my where i'll return to my job or whatever we can normally eat out for um under fourteen dollars,"We hated the restaurant in Salisbury, it was really expensive to eat at.",2
a45151fe82,we were lucky in that in one respect in that after she had her stroke she wasn't really you know really much aware of what was going on,She had a very serious stroke.,0
63bf05a8d3,"The setting--wherever it might be--always seems authentic, not as if it were a Hollywood back lot.",They had trouble believing the setting was based on a real place.,2
e1340ebebe,because i don't want to my mother was also a domineering type of personality because she had to take over the things that my dad fell short in,My mother made me take over the things that my dad fell short it.,2
6b4085120e,The most recent attraction at the pyramid complex is a small museum housing the remains of a solar barque (a cedar longboat) which was found in 1954.,The longboat most likely belonged to the royal family.,1
ef941b25ca,and maybe we'll run across each other again,Perhaps we will cross paths in the future.,0
2a4580418f,Why blame her because she had been true to her creed? ,Did she deserve to be blamed for following what she believes in?,0
59a1f51a27,"But it was quite a natural suggestion for a layman to make.""",No one could think of a single idea. ,2
c55e7f5a93,"The lucrative tin mines of Kuala Lumpur in the State of Selangor, of Sungai Ujong in Negeri Sembilan, and of Larut and Taiping in Perak were run for the Malay rulers by Chinese managers providing coolie labor.",Successful tin mines were owned by the Malay but administrated by the Chinese.,0
f998cf42a2,A contract that provides for a firm price or in,The contract is written primarily to create the price.,1
b6b5de6402,i quit i quit drinking at oh a long time ago quit drinking i didn't smoke i don't smoke i gave everything up so i guess i don't know what just old age i guess is why i,I quit drinking and smoking so I guess it is just old age.,0
6c68139f7c,He touched it and felt his skin swelling and growing hot.,His skin was cold and clammy.,2
ecf671b6e8,"The park is a graceful and elegant expanse with fine views of the mountains, much loved by Dubliners since it was first opened to the public in 1747.",The park is ugly and you can't even see the mountains.,2
cb82d19539,um i've visited the Wyoming area i'm not sure exactly where Dances with Wolves was filmed,I know exactly where Dances with Wolves was filmed.,2
0ed823ff02,oh i'll bet they did,I'm bet they did after getting into trouble. ,1
065f9b2f65,"The entire setup has an anti-competitive, anti-entrepreneurial flavor that rewards political lobbying rather than good business practices.",The setup rewards political lobbying.,0
e0bbc1205e,"For a second, I thought the crowd might provide me with some cover, or at least slow my pursuers down with its sheer density.",I thought I might hide in the crowd.,0
db58070c65,What and who will they tax?,We know all about their tax plan.,2
60fadc642e,"Summer boasts long, warm days with strong sunlight and hazy views.",Be sure to keep a shade umbrella with you during the Summer.,1
1c42392780,"So he goes out and walks in the woods, little dreaming that Mrs. Inglethorp will open his desk, and discover the incriminating document. ",He goes out into the woods.,0
221f936c5f,"If they have overestimated how far the CPI is off, Boskin and his commission may institutionalize an underestimated CPI--guaranteeing a yearly, stealth tax increase.",It is possible that they have overestimated how far the CPI is off. ,0
